Accident_ID,Location,Date,Severity,Weather,Vehicle_Type,Injuries,Fatalities,Cause,Road_Type,Vehicle_Speed,Alcohol_Involved,Road_Condition,Time
231,Location_231,2022-08-19,High,Clear,Car,5,2,Human error,Highway,27,True,Wet,1970-01-01 16:00:00
232,Location_232,2022-08-20,Low,Clear,Motorcycle,7,0,Weather conditions,Rural road,78,False,Wet,1970-01-01 23:00:00
233,Location_233,2022-08-21,High,Rain,Motorcycle,1,1,Road conditions,Highway,36,True,Wet,1970-01-01 08:00:00
234,Location_234,2022-08-22,Medium,Rain,Car,2,1,Road conditions,City street,62,False,Icy,1970-01-01 02:00:00
235,Location_235,2022-08-23,Low,Rain,Motorcycle,6,0,Weather conditions,Rural road,87,True,Dry,1970-01-01 21:00:00
236,Location_236,2022-08-24,Medium,Rain,Car,9,2,Road conditions,Rural road,23,False,Icy,1970-01-01 13:00:00
237,Location_237,2022-08-25,Medium,Snow,Truck,0,2,Weather conditions,Rural road,27,False,Wet,1970-01-01 02:00:00
238,Location_238,2022-08-26,Medium,Snow,Car,6,2,Human error,Highway,61,False,Icy,1970-01-01 05:00:00
239,Location_239,2022-08-27,High,Rain,Car,5,0,Weather conditions,City street,68,True,Wet,1970-01-01 22:00:00
240,Location_240,2022-08-28,High,Clear,Motorcycle,7,2,Weather conditions,Rural road,25,True,Icy,1970-01-01 20:00:00
241,Location_241,2022-08-29,Low,Rain,Truck,6,2,Human error,Highway,92,True,Icy,1970-01-01 18:00:00
242,Location_242,2022-08-30,Low,Rain,Car,3,2,Road conditions,Rural road,61,True,Dry,1970-01-01 23:00:00
243,Location_243,2022-08-31,High,Clear,Truck,2,2,Human error,City street,91,False,Dry,1970-01-01 12:00:00
244,Location_244,2022-09-01,Medium,Snow,Truck,2,1,Road conditions,Rural road,51,False,Wet,1970-01-01 04:00:00
245,Location_245,2022-09-02,Low,Rain,Motorcycle,3,0,Road conditions,City street,34,True,Wet,1970-01-01 00:00:00
246,Location_246,2022-09-03,High,Rain,Car,8,0,Weather conditions,Highway,88,True,Wet,1970-01-01 11:00:00
247,Location_247,2022-09-04,High,Snow,Motorcycle,8,2,Human error,Highway,46,True,Icy,1970-01-01 14:00:00
248,Location_248,2022-09-05,High,Snow,Car,1,0,Weather conditions,City street,85,True,Wet,1970-01-01 18:00:00
249,Location_249,2022-09-06,Medium,Clear,Truck,4,0,Human error,City street,78,True,Dry,1970-01-01 01:00:00
250,Location_250,2022-09-07,High,Snow,Car,0,1,Human error,Highway,47,True,Wet,1970-01-01 02:00:00
251,Location_251,2022-09-08,High,Snow,Car,3,0,Weather conditions,City street,43,False,Wet,1970-01-01 06:00:00
252,Location_252,2022-09-09,High,Snow,Truck,1,1,Road conditions,City street,70,True,Icy,1970-01-01 10:00:00
253,Location_253,2022-09-10,High,Clear,Truck,7,0,Road conditions,Rural road,40,True,Dry,1970-01-01 09:00:00
254,Location_254,2022-09-11,Low,Snow,Car,3,1,Human error,Highway,50,True,Wet,1970-01-01 07:00:00
255,Location_255,2022-09-12,Low,Snow,Motorcycle,4,1,Road conditions,Highway,94,False,Dry,1970-01-01 01:00:00
256,Location_256,2022-09-13,High,Clear,Car,3,0,Weather conditions,City street,69,True,Wet,1970-01-01 13:00:00
257,Location_257,2022-09-14,Medium,Snow,Truck,4,1,Weather conditions,City street,59,False,Dry,1970-01-01 12:00:00
258,Location_258,2022-09-15,Low,Snow,Motorcycle,4,1,Weather conditions,City street,87,False,Wet,1970-01-01 06:00:00
259,Location_259,2022-09-16,High,Clear,Truck,4,0,Human error,Highway,35,True,Wet,1970-01-01 20:00:00
260,Location_260,2022-09-17,Low,Rain,Truck,2,1,Human error,Rural road,95,False,Icy,1970-01-01 08:00:00
261,Location_261,2022-09-18,Low,Clear,Motorcycle,6,1,Road conditions,Highway,82,True,Icy,1970-01-01 06:00:00
262,Location_262,2022-09-19,Medium,Snow,Truck,2,1,Weather conditions,Rural road,75,False,Dry,1970-01-01 00:00:00
263,Location_263,2022-09-20,High,Snow,Truck,1,1,Weather conditions,City street,99,True,Dry,1970-01-01 00:00:00
264,Location_264,2022-09-21,High,Snow,Truck,2,1,Human error,Highway,43,True,Dry,1970-01-01 05:00:00
265,Location_265,2022-09-22,Medium,Clear,Truck,2,2,Human error,Rural road,47,False,Dry,1970-01-01 00:00:00
266,Location_266,2022-09-23,Medium,Snow,Truck,7,1,Human error,Highway,50,True,Icy,1970-01-01 15:00:00
267,Location_267,2022-09-24,High,Snow,Truck,3,1,Weather conditions,Rural road,34,True,Dry,1970-01-01 02:00:00
268,Location_268,2022-09-25,High,Clear,Truck,2,1,Weather conditions,Rural road,61,False,Wet,1970-01-01 12:00:00
269,Location_269,2022-09-26,Medium,Rain,Truck,9,1,Road conditions,Highway,69,False,Wet,1970-01-01 20:00:00
270,Location_270,2022-09-27,Low,Rain,Truck,4,0,Weather conditions,City street,24,True,Wet,1970-01-01 03:00:00
271,Location_271,2022-09-28,Low,Snow,Car,3,2,Road conditions,Highway,67,False,Icy,1970-01-01 16:00:00
272,Location_272,2022-09-29,Medium,Clear,Car,8,0,Road conditions,City street,32,True,Dry,1970-01-01 09:00:00
273,Location_273,2022-09-30,Low,Snow,Truck,7,2,Weather conditions,Rural road,51,False,Wet,1970-01-01 03:00:00
274,Location_274,2022-10-01,Medium,Clear,Car,6,1,Road conditions,Rural road,86,False,Wet,1970-01-01 19:00:00
275,Location_275,2022-10-02,Low,Clear,Motorcycle,7,1,Road conditions,Highway,98,False,Icy,1970-01-01 11:00:00
276,Location_276,2022-10-03,Low,Rain,Car,4,2,Human error,Highway,49,True,Icy,1970-01-01 12:00:00
277,Location_277,2022-10-04,High,Rain,Truck,3,2,Weather conditions,City street,25,True,Icy,1970-01-01 03:00:00
278,Location_278,2022-10-05,High,Clear,Truck,6,0,Road conditions,City street,44,True,Wet,1970-01-01 15:00:00
279,Location_279,2022-10-06,Low,Snow,Car,0,2,Road conditions,Highway,47,True,Icy,1970-01-01 18:00:00
280,Location_280,2022-10-07,Low,Rain,Truck,5,1,Road conditions,City street,81,True,Wet,1970-01-01 06:00:00
281,Location_281,2022-10-08,High,Snow,Motorcycle,7,0,Weather conditions,City street,41,False,Dry,1970-01-01 00:00:00
282,Location_282,2022-10-09,High,Rain,Motorcycle,6,2,Human error,Highway,87,True,Wet,1970-01-01 15:00:00
283,Location_283,2022-10-10,High,Rain,Truck,1,2,Human error,Highway,34,False,Dry,1970-01-01 01:00:00
284,Location_284,2022-10-11,Medium,Snow,Motorcycle,6,0,Weather conditions,Rural road,45,False,Wet,1970-01-01 00:00:00
285,Location_285,2022-10-12,Low,Rain,Motorcycle,5,2,Weather conditions,Rural road,82,False,Dry,1970-01-01 13:00:00
286,Location_286,2022-10-13,High,Rain,Car,4,1,Weather conditions,Highway,37,True,Wet,1970-01-01 19:00:00
287,Location_287,2022-10-14,Low,Snow,Motorcycle,3,0,Weather conditions,Rural road,92,False,Wet,1970-01-01 04:00:00
288,Location_288,2022-10-15,Medium,Rain,Car,0,2,Human error,City street,82,True,Wet,1970-01-01 14:00:00
289,Location_289,2022-10-16,Medium,Rain,Truck,1,1,Road conditions,Highway,81,True,Wet,1970-01-01 09:00:00
290,Location_290,2022-10-17,High,Rain,Car,6,2,Road conditions,Rural road,87,True,Icy,1970-01-01 20:00:00
291,Location_291,2022-10-18,Medium,Snow,Truck,9,0,Weather conditions,Highway,67,True,Wet,1970-01-01 01:00:00
292,Location_292,2022-10-19,Low,Clear,Truck,2,2,Weather conditions,Rural road,69,False,Wet,1970-01-01 10:00:00
293,Location_293,2022-10-20,High,Snow,Truck,4,2,Road conditions,Highway,82,True,Icy,1970-01-01 15:00:00
294,Location_294,2022-10-21,Low,Clear,Truck,7,2,Human error,City street,88,False,Icy,1970-01-01 18:00:00
295,Location_295,2022-10-22,Low,Rain,Truck,7,1,Weather conditions,Rural road,25,False,Icy,1970-01-01 03:00:00
296,Location_296,2022-10-23,Medium,Clear,Car,5,1,Weather conditions,Highway,77,True,Icy,1970-01-01 09:00:00
297,Location_297,2022-10-24,Medium,Snow,Truck,4,2,Human error,City street,70,False,Icy,1970-01-01 21:00:00
298,Location_298,2022-10-25,Medium,Snow,Motorcycle,1,2,Human error,Rural road,31,False,Icy,1970-01-01 21:00:00
299,Location_299,2022-10-26,Medium,Rain,Motorcycle,8,0,Human error,Rural road,66,False,Icy,1970-01-01 11:00:00
300,Location_300,2022-10-27,Medium,Clear,Truck,0,2,Weather conditions,Highway,28,True,Icy,1970-01-01 01:00:00
301,Location_301,2022-10-28,High,Rain,Motorcycle,1,0,Human error,City street,26,False,Icy,1970-01-01 01:00:00
302,Location_302,2022-10-29,Low,Rain,Car,0,1,Weather conditions,Highway,48,True,Icy,1970-01-01 08:00:00
303,Location_303,2022-10-30,Low,Snow,Car,3,2,Weather conditions,Rural road,97,True,Icy,1970-01-01 11:00:00
304,Location_304,2022-10-31,Low,Clear,Truck,3,0,Human error,Highway,70,True,Dry,1970-01-01 01:00:00
305,Location_305,2022-11-01,Low,Clear,Truck,4,1,Road conditions,Highway,74,True,Wet,1970-01-01 17:00:00
306,Location_306,2022-11-02,Medium,Clear,Truck,4,0,Human error,City street,78,False,Wet,1970-01-01 15:00:00
307,Location_307,2022-11-03,Low,Clear,Motorcycle,7,1,Road conditions,City street,75,False,Icy,1970-01-01 18:00:00
308,Location_308,2022-11-04,High,Rain,Motorcycle,2,2,Human error,Rural road,41,False,Icy,1970-01-01 14:00:00
309,Location_309,2022-11-05,High,Rain,Car,5,0,Human error,City street,37,True,Dry,1970-01-01 15:00:00
310,Location_310,2022-11-06,Low,Snow,Motorcycle,2,2,Weather conditions,Highway,77,False,Icy,1970-01-01 05:00:00
311,Location_311,2022-11-07,Low,Rain,Car,1,0,Weather conditions,Rural road,59,True,Dry,1970-01-01 14:00:00
312,Location_312,2022-11-08,High,Rain,Motorcycle,7,1,Weather conditions,City street,50,False,Wet,1970-01-01 11:00:00
313,Location_313,2022-11-09,High,Snow,Car,0,0,Weather conditions,Highway,75,True,Wet,1970-01-01 21:00:00
314,Location_314,2022-11-10,Medium,Snow,Truck,8,0,Weather conditions,Highway,54,True,Icy,1970-01-01 11:00:00
315,Location_315,2022-11-11,High,Snow,Motorcycle,6,2,Weather conditions,Rural road,45,True,Dry,1970-01-01 09:00:00
316,Location_316,2022-11-12,Medium,Rain,Car,9,2,Weather conditions,Rural road,87,True,Dry,1970-01-01 20:00:00
317,Location_317,2022-11-13,Medium,Rain,Motorcycle,3,2,Road conditions,City street,53,False,Wet,1970-01-01 14:00:00
318,Location_318,2022-11-14,Medium,Snow,Truck,2,1,Road conditions,City street,95,True,Wet,1970-01-01 22:00:00
319,Location_319,2022-11-15,Medium,Snow,Car,5,2,Weather conditions,City street,35,False,Dry,1970-01-01 03:00:00
320,Location_320,2022-11-16,Medium,Snow,Motorcycle,8,0,Road conditions,City street,61,False,Dry,1970-01-01 09:00:00
321,Location_321,2022-11-17,Low,Rain,Motorcycle,8,1,Human error,Rural road,24,False,Wet,1970-01-01 18:00:00
322,Location_322,2022-11-18,High,Rain,Truck,3,2,Road conditions,Highway,80,True,Dry,1970-01-01 22:00:00
323,Location_323,2022-11-19,Medium,Clear,Truck,9,0,Weather conditions,Highway,63,True,Wet,1970-01-01 13:00:00
324,Location_324,2022-11-20,High,Rain,Car,4,0,Road conditions,City street,54,True,Dry,1970-01-01 09:00:00
325,Location_325,2022-11-21,High,Rain,Motorcycle,8,1,Human error,Rural road,20,False,Icy,1970-01-01 16:00:00
326,Location_326,2022-11-22,Medium,Rain,Motorcycle,1,0,Road conditions,City street,62,True,Wet,1970-01-01 21:00:00
327,Location_327,2022-11-23,Low,Snow,Truck,1,2,Weather conditions,City street,51,True,Dry,1970-01-01 10:00:00
328,Location_328,2022-11-24,Medium,Rain,Truck,4,0,Human error,Rural road,82,False,Wet,1970-01-01 17:00:00
329,Location_329,2022-11-25,Low,Snow,Car,0,2,Human error,Highway,52,True,Dry,1970-01-01 01:00:00
330,Location_330,2022-11-26,High,Clear,Motorcycle,7,2,Road conditions,Highway,96,False,Icy,1970-01-01 10:00:00
331,Location_331,2022-11-27,Low,Clear,Motorcycle,4,1,Human error,City street,85,False,Icy,1970-01-01 07:00:00
332,Location_332,2022-11-28,Low,Snow,Car,9,0,Human error,Rural road,49,False,Icy,1970-01-01 18:00:00
333,Location_333,2022-11-29,Low,Snow,Car,1,1,Human error,Highway,29,True,Wet,1970-01-01 15:00:00
334,Location_334,2022-11-30,High,Snow,Truck,8,1,Weather conditions,Highway,42,True,Icy,1970-01-01 03:00:00
335,Location_335,2022-12-01,High,Rain,Truck,1,1,Human error,Rural road,58,False,Wet,1970-01-01 13:00:00
336,Location_336,2022-12-02,Low,Clear,Car,6,2,Road conditions,Rural road,64,False,Icy,1970-01-01 21:00:00
337,Location_337,2022-12-03,Low,Snow,Car,7,2,Road conditions,Highway,48,True,Wet,1970-01-01 16:00:00
338,Location_338,2022-12-04,Medium,Rain,Motorcycle,5,2,Human error,City street,49,True,Icy,1970-01-01 10:00:00
339,Location_339,2022-12-05,Low,Clear,Car,6,2,Road conditions,City street,53,False,Dry,1970-01-01 02:00:00
340,Location_340,2022-12-06,Medium,Rain,Car,0,0,Human error,Highway,71,False,Dry,1970-01-01 03:00:00
341,Location_341,2022-12-07,Low,Clear,Motorcycle,3,0,Road conditions,City street,41,False,Wet,1970-01-01 20:00:00
342,Location_342,2022-12-08,Medium,Rain,Car,6,2,Human error,City street,24,True,Icy,1970-01-01 12:00:00
343,Location_343,2022-12-09,High,Clear,Truck,0,2,Human error,Rural road,30,False,Icy,1970-01-01 16:00:00
344,Location_344,2022-12-10,Low,Clear,Truck,0,0,Human error,Rural road,51,True,Dry,1970-01-01 19:00:00
345,Location_345,2022-12-11,Low,Rain,Motorcycle,5,1,Weather conditions,Rural road,43,False,Icy,1970-01-01 20:00:00
346,Location_346,2022-12-12,Low,Snow,Car,3,1,Road conditions,City street,30,True,Icy,1970-01-01 19:00:00
347,Location_347,2022-12-13,Low,Clear,Truck,2,2,Human error,Rural road,30,False,Wet,1970-01-01 09:00:00
348,Location_348,2022-12-14,Medium,Snow,Truck,4,1,Weather conditions,Rural road,36,True,Dry,1970-01-01 22:00:00
349,Location_349,2022-12-15,Low,Rain,Truck,8,2,Weather conditions,Highway,51,True,Icy,1970-01-01 23:00:00
350,Location_350,2022-12-16,High,Snow,Truck,9,2,Human error,Rural road,46,True,Icy,1970-01-01 11:00:00
351,Location_351,2022-12-17,High,Snow,Car,9,2,Human error,Highway,51,True,Wet,1970-01-01 07:00:00
352,Location_352,2022-12-18,Low,Snow,Car,9,0,Human error,City street,80,True,Wet,1970-01-01 02:00:00
353,Location_353,2022-12-19,High,Snow,Car,2,1,Human error,Rural road,44,True,Wet,1970-01-01 20:00:00
354,Location_354,2022-12-20,Low,Snow,Car,4,0,Human error,Highway,83,False,Wet,1970-01-01 09:00:00
355,Location_355,2022-12-21,Low,Clear,Truck,9,1,Road conditions,Highway,83,False,Icy,1970-01-01 23:00:00
356,Location_356,2022-12-22,High,Clear,Motorcycle,4,0,Human error,Highway,47,False,Icy,1970-01-01 06:00:00
357,Location_357,2022-12-23,Low,Clear,Motorcycle,8,0,Human error,City street,59,True,Icy,1970-01-01 09:00:00
358,Location_358,2022-12-24,High,Rain,Truck,9,2,Road conditions,Rural road,33,True,Wet,1970-01-01 06:00:00
359,Location_359,2022-12-25,Medium,Snow,Truck,3,2,Weather conditions,City street,61,False,Icy,1970-01-01 17:00:00
360,Location_360,2022-12-26,Low,Clear,Motorcycle,0,0,Road conditions,Highway,58,True,Dry,1970-01-01 19:00:00
361,Location_361,2022-12-27,Medium,Rain,Motorcycle,9,1,Weather conditions,City street,21,True,Dry,1970-01-01 13:00:00
362,Location_362,2022-12-28,High,Clear,Truck,4,1,Weather conditions,City street,20,False,Icy,1970-01-01 11:00:00
363,Location_363,2022-12-29,Medium,Clear,Truck,0,2,Road conditions,Highway,51,False,Wet,1970-01-01 07:00:00
364,Location_364,2022-12-30,Medium,Snow,Car,5,2,Human error,Rural road,83,False,Dry,1970-01-01 06:00:00
365,Location_365,2022-12-31,High,Rain,Car,9,1,Weather conditions,Rural road,97,False,Icy,1970-01-01 04:00:00
366,Location_366,2023-01-01,Medium,Snow,Motorcycle,9,1,Human error,City street,50,False,Dry,1970-01-01 00:00:00
367,Location_367,2023-01-02,Medium,Snow,Truck,6,1,Road conditions,Rural road,77,False,Dry,1970-01-01 14:00:00
368,Location_368,2023-01-03,High,Clear,Motorcycle,0,2,Weather conditions,Highway,97,False,Dry,1970-01-01 08:00:00
369,Location_369,2023-01-04,Medium,Snow,Car,9,1,Human error,Rural road,33,True,Dry,1970-01-01 11:00:00
370,Location_370,2023-01-05,High,Rain,Car,3,2,Weather conditions,City street,88,True,Icy,1970-01-01 21:00:00
371,Location_371,2023-01-06,Medium,Snow,Motorcycle,8,0,Weather conditions,Highway,35,True,Dry,1970-01-01 17:00:00
372,Location_372,2023-01-07,High,Snow,Car,0,0,Road conditions,Highway,88,True,Icy,1970-01-01 10:00:00
373,Location_373,2023-01-08,High,Snow,Truck,8,0,Human error,Highway,73,False,Dry,1970-01-01 09:00:00
374,Location_374,2023-01-09,Medium,Clear,Motorcycle,7,1,Human error,City street,32,True,Dry,1970-01-01 09:00:00
375,Location_375,2023-01-10,Medium,Rain,Truck,4,2,Weather conditions,City street,99,True,Dry,1970-01-01 17:00:00
376,Location_376,2023-01-11,Medium,Clear,Truck,5,1,Human error,Rural road,98,True,Icy,1970-01-01 00:00:00
377,Location_377,2023-01-12,Low,Clear,Car,6,2,Weather conditions,City street,50,True,Dry,1970-01-01 19:00:00
378,Location_378,2023-01-13,Low,Clear,Truck,3,1,Road conditions,Highway,88,False,Dry,1970-01-01 10:00:00
379,Location_379,2023-01-14,Low,Clear,Motorcycle,5,0,Road conditions,City street,40,True,Wet,1970-01-01 01:00:00
380,Location_380,2023-01-15,High,Clear,Truck,6,2,Human error,City street,49,False,Dry,1970-01-01 10:00:00
381,Location_381,2023-01-16,Medium,Rain,Truck,5,1,Road conditions,Rural road,42,False,Wet,1970-01-01 01:00:00
382,Location_382,2023-01-17,High,Snow,Truck,5,2,Road conditions,Highway,57,True,Icy,1970-01-01 08:00:00
383,Location_383,2023-01-18,Low,Clear,Truck,1,2,Human error,Rural road,48,False,Dry,1970-01-01 00:00:00
384,Location_384,2023-01-19,Medium,Clear,Truck,4,1,Weather conditions,Rural road,96,True,Dry,1970-01-01 22:00:00
385,Location_385,2023-01-20,High,Rain,Car,2,1,Road conditions,Rural road,51,False,Wet,1970-01-01 05:00:00
386,Location_386,2023-01-21,Medium,Rain,Motorcycle,6,2,Human error,Highway,81,False,Wet,1970-01-01 21:00:00
387,Location_387,2023-01-22,High,Snow,Car,3,2,Human error,Rural road,64,False,Dry,1970-01-01 01:00:00
388,Location_388,2023-01-23,Medium,Rain,Motorcycle,0,0,Human error,Highway,68,True,Icy,1970-01-01 14:00:00
389,Location_389,2023-01-24,Low,Snow,Motorcycle,5,2,Road conditions,Rural road,52,True,Wet,1970-01-01 00:00:00
390,Location_390,2023-01-25,Low,Clear,Motorcycle,5,0,Road conditions,Rural road,23,True,Dry,1970-01-01 23:00:00
391,Location_391,2023-01-26,Medium,Clear,Motorcycle,6,0,Weather conditions,Highway,37,True,Wet,1970-01-01 23:00:00
392,Location_392,2023-01-27,High,Snow,Motorcycle,7,0,Weather conditions,City street,89,False,Icy,1970-01-01 17:00:00
393,Location_393,2023-01-28,Low,Rain,Truck,2,2,Weather conditions,Rural road,83,True,Wet,1970-01-01 03:00:00
394,Location_394,2023-01-29,Low,Snow,Car,5,0,Weather conditions,City street,47,False,Dry,1970-01-01 12:00:00
395,Location_395,2023-01-30,Low,Rain,Car,9,2,Weather conditions,Rural road,77,False,Wet,1970-01-01 03:00:00
396,Location_396,2023-01-31,Medium,Clear,Truck,1,2,Weather conditions,City street,75,False,Icy,1970-01-01 14:00:00
397,Location_397,2023-02-01,Medium,Rain,Motorcycle,8,1,Human error,City street,39,False,Dry,1970-01-01 01:00:00
398,Location_398,2023-02-02,High,Snow,Car,1,2,Weather conditions,City street,96,False,Dry,1970-01-01 08:00:00
399,Location_399,2023-02-03,High,Snow,Truck,2,2,Road conditions,City street,53,False,Dry,1970-01-01 11:00:00
400,Location_400,2023-02-04,High,Clear,Truck,9,0,Weather conditions,City street,29,False,Dry,1970-01-01 13:00:00
401,Location_401,2023-02-05,Medium,Rain,Car,1,2,Road conditions,Highway,41,False,Icy,1970-01-01 19:00:00
402,Location_402,2023-02-06,Medium,Rain,Car,8,2,Weather conditions,City street,24,False,Dry,1970-01-01 03:00:00
403,Location_403,2023-02-07,High,Rain,Motorcycle,0,1,Human error,Highway,63,False,Icy,1970-01-01 14:00:00
404,Location_404,2023-02-08,High,Clear,Motorcycle,4,1,Human error,Rural road,28,False,Icy,1970-01-01 03:00:00
405,Location_405,2023-02-09,Medium,Rain,Car,0,0,Road conditions,Highway,62,True,Wet,1970-01-01 04:00:00
406,Location_406,2023-02-10,High,Snow,Motorcycle,4,0,Weather conditions,City street,23,False,Wet,1970-01-01 09:00:00
407,Location_407,2023-02-11,Low,Rain,Truck,7,1,Human error,Highway,61,True,Dry,1970-01-01 11:00:00
408,Location_408,2023-02-12,Medium,Clear,Motorcycle,7,1,Human error,City street,84,True,Dry,1970-01-01 11:00:00
409,Location_409,2023-02-13,High,Rain,Motorcycle,7,2,Weather conditions,Highway,60,False,Icy,1970-01-01 07:00:00
410,Location_410,2023-02-14,Medium,Rain,Truck,1,0,Road conditions,Rural road,83,False,Wet,1970-01-01 03:00:00
411,Location_411,2023-02-15,Low,Snow,Motorcycle,7,0,Road conditions,City street,74,False,Dry,1970-01-01 02:00:00
412,Location_412,2023-02-16,Medium,Rain,Truck,4,2,Road conditions,City street,37,False,Dry,1970-01-01 00:00:00
413,Location_413,2023-02-17,Medium,Snow,Motorcycle,0,2,Human error,Highway,35,True,Icy,1970-01-01 17:00:00
414,Location_414,2023-02-18,Medium,Snow,Car,6,0,Weather conditions,Highway,65,True,Wet,1970-01-01 19:00:00
415,Location_415,2023-02-19,Medium,Clear,Motorcycle,5,1,Human error,Highway,55,False,Dry,1970-01-01 13:00:00
416,Location_416,2023-02-20,Low,Snow,Car,4,1,Human error,Highway,85,True,Dry,1970-01-01 16:00:00
417,Location_417,2023-02-21,Medium,Snow,Car,0,2,Human error,Highway,63,False,Dry,1970-01-01 05:00:00
418,Location_418,2023-02-22,Medium,Clear,Car,0,0,Human error,City street,24,False,Dry,1970-01-01 05:00:00
